SrcEntity	TgtEntity	Score
http://snomed.info/id/10020007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65264	1.0
http://snomed.info/id/10099000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47578	0.98335165
http://snomed.info/id/1012961000168107	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C170127	1.0
http://snomed.info/id/10174003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C773	1.0
http://snomed.info/id/10202007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C121971	0.87234169
http://snomed.info/id/102640000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C166836	1.0
http://snomed.info/id/102646006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63655	1.0
http://snomed.info/id/102649004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61782	1.0
http://snomed.info/id/102711007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61911	1.0
http://snomed.info/id/103024009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C146993	0.87075782
http://snomed.info/id/10313008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84052	1.0
http://snomed.info/id/10333007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C77344	1.0
http://snomed.info/id/1039008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C195	0.96686673
http://snomed.info/id/10555000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66607	0.9765839
http://snomed.info/id/10595003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47696	1.0
http://snomed.info/id/10756001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C537	0.98171926
http://snomed.info/id/10784006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29710	0.96643674
http://snomed.info/id/108375002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47583	1.0
http://snomed.info/id/108377005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65374	1.0
http://snomed.info/id/108379008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66513	0.98621601
http://snomed.info/id/108383008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47700	1.0
http://snomed.info/id/108386000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29416	0.98934567
http://snomed.info/id/108389007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76932	0.89725971
http://snomed.info/id/108395008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47717	0.97948855
http://snomed.info/id/108400009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47764	0.98257405
http://snomed.info/id/108403006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66602	0.97314918
http://snomed.info/id/108404000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47755	1.0
http://snomed.info/id/108406003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47789	0.98716223
http://snomed.info/id/108408002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61857	0.99165511
http://snomed.info/id/108411001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61930	0.990197
http://snomed.info/id/108415005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C867	0.98053133
http://snomed.info/id/108417002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94726	0.84786469
http://snomed.info/id/108418007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1119	0.98294777
http://snomed.info/id/108419004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48007	1.0
http://snomed.info/id/108421009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61735	0.97484612
http://snomed.info/id/108422002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1153	0.98732191
http://snomed.info/id/108424001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62031	0.97220749
http://snomed.info/id/108425000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1353	1.0
http://snomed.info/id/108430001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29265	0.98514509
http://snomed.info/id/108432009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1278	0.98834342
http://snomed.info/id/108434005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29540	1.0
http://snomed.info/id/108435006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61859	0.98259985
http://snomed.info/id/108436007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29283	1.0
http://snomed.info/id/108438008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47672	0.98594248
http://snomed.info/id/108446009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C83966	0.98411733
http://snomed.info/id/108449002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C80999	0.97913998
http://snomed.info/id/108450002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47709	1.0
http://snomed.info/id/108455007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C77368	0.96401525
http://snomed.info/id/108456008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66393	1.0
http://snomed.info/id/108458009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C81000	0.98634815
http://snomed.info/id/108459001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65472	1.0
http://snomed.info/id/108461005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61976	0.9810921
http://snomed.info/id/108464002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47762	0.98055422
http://snomed.info/id/108468004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61886	0.97917438
http://snomed.info/id/108469007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47665	0.98717391
http://snomed.info/id/108473005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61931	0.99015945
http://snomed.info/id/108474004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47710	1.0
http://snomed.info/id/108476002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29506	0.79962134
http://snomed.info/id/108478001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60773	0.97047937
http://snomed.info/id/108480007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61848	0.980106
http://snomed.info/id/108481006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29263	1.0
http://snomed.info/id/108482004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26670	1.0
http://snomed.info/id/108489008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47626	0.76868933
http://snomed.info/id/108492007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47561	1.0
http://snomed.info/id/108494008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61961	0.98226374
http://snomed.info/id/108497001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66874	0.98316199
http://snomed.info/id/108500007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C652	1.0
http://snomed.info/id/108505002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29508	1.0
http://snomed.info/id/108507005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29507	0.98770475
http://snomed.info/id/108508000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47627	0.98239017
http://snomed.info/id/108510003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47526	0.97878498
http://snomed.info/id/108512006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1219	0.98650384
http://snomed.info/id/108515008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47983	1.0
http://snomed.info/id/108518005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29307	1.0
http://snomed.info/id/108526002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66879	0.98831224
http://snomed.info/id/108527006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29840	1.0
http://snomed.info/id/108530004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C87448	0.98342919
http://snomed.info/id/108533002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47577	0.99130023
http://snomed.info/id/108535009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29046	0.97992516
http://snomed.info/id/108539003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61846	0.96811652
http://snomed.info/id/108540001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47620	1.0
http://snomed.info/id/108542009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66336	0.98289311
http://snomed.info/id/108544005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65291	0.98567152
